PC1,PC2,PC3
15.410835,-4.843174,16.27898
15.621628,8.739315,-12.659144
-19.521944,-10.65992,18.394077
7.8018007,5.6158032,4.8372064
13.847649,-15.4921,-2.1362467
4.329946,-6.0936775,-8.272699
11.202771,6.3803,-18.258194
7.3462243,6.426831,15.97791
-25.768217,-0.45397398,-18.807194
-17.39735,5.688605,-4.9840426
-35.11224,11.147084,-8.419282
-32.84741,5.6458254,-8.566878
30.480095,-1.2600502,1.511527
-20.316359,-20.494164,-8.289002
-23.218868,-11.959313,-3.5418255
38.922222,-6.774721,1.343667
25.09232,11.923276,-18.398314
-25.645933,9.082284,7.8194175
-5.855349,-15.6025915,1.0498658
-22.858604,4.316462,23.697916
24.729124,-17.835686,4.0972123
27.96431,7.173005,9.106525
8.507337,-1.9745253,-22.609755
24.376677,-3.2257602,11.377607
-30.224531,2.1996894,4.7851453
-9.440045,13.152137,-9.608139
17.238647,0.7061767,8.112759
-28.67353,6.1029053,-3.1626015
-26.519585,0.14621894,8.490325
-21.364727,-2.3815064,7.002921
27.64944,-5.8417444,5.9784627
31.421366,10.619945,-8.185029
-25.300776,-8.035072,11.185033
16.253712,16.062775,12.031471
-25.459124,17.103941,-3.1388872
-8.721725,19.021984,17.12018
-33.52243,1.6741667,4.193749
9.59544,-25.04511,-7.283537
2.8726938,7.0776806,0.41599268
-24.11866,-15.505877,-10.182285
15.826882,-1.5828477,-23.230652
-8.648864,19.434143,-21.60407
34.416378,5.7446995,-14.981247
-40.696266,-0.99985236,4.6169453
-4.437513,20.626064,-11.148909
-15.4370775,-0.07314439,-9.477463
3.7922075,14.36535,12.867718
-7.4155574,-17.260258,-13.633466
-1.8849683,15.23593,7.6094303
11.986175,-13.945474,-13.845716
0.07521002,-15.546177,7.573544
-16.195385,1.9602225,-4.864738
25.022966,-21.73471,-3.089947
-17.748804,18.087696,-0.35435528
11.300289,-22.94889,2.2717965
-5.056914,12.789745,-25.160595
-28.35613,-16.123648,1.8616183
9.834252,10.956655,5.001499
6.2471333,-7.296335,-4.820998
-2.2010136,-25.681416,6.409647
32.916256,2.887204,-16.416763
-13.436681,24.092728,-13.365449
-15.758278,-15.604696,-4.016953
-25.424292,16.93497,-4.1646266
33.297012,-9.837114,8.840626
-23.70715,-17.543777,-5.625515
-9.002262,-10.450148,8.596867
34.13981,-8.452075,0.07050223
32.28536,-11.331295,6.9699564
13.292209,17.102835,-9.547927
-18.96862,-9.439573,4.2204223
-21.082628,0.8465737,-3.4546473
-20.621428,-0.29570553,18.100775
6.815013,-15.098534,20.419413
2.2601628,-19.06875,-12.943704
18.130453,16.360395,14.027256
4.4777727,-3.237294,2.8439462
-25.709415,-7.3821445,-4.089086
-11.81879,-7.822961,22.246166
-7.0010242,-10.908163,-14.962358
2.1324124,-19.921076,-2.0269678
-41.94222,-1.0780613,0.46301994
35.965427,0.3917742,5.6798787
5.961742,-12.434011,-3.706965
6.329428,10.179988,-0.9319543
9.771985,-12.82163,5.4941635
-1.2292492,11.850571,22.312084
7.316115,-6.0700965,-4.8891416
-30.158289,-18.419771,-8.166546
-19.872427,24.145899,-6.6969
-14.80365,-7.6993346,-23.814337
20.393873,1.5968515,-0.15854825
-14.5055685,-19.023125,-11.69248
25.286612,5.2507763,-20.187613
-6.8652973,22.802181,9.973974
29.639206,-14.562542,-11.407164
-27.313913,-12.818471,10.447534
-21.042288,20.001629,-7.5706763
-26.631672,1.053221,-21.688324
8.58,3.1717734,-26.694298
-2.3154125,20.177774,0.90261066
-10.394652,-10.495558,-12.3085575
6.8504615,23.445421,3.8783705
8.361218,-7.666326,-3.0540912
19.023682,20.656696,11.570906
-16.04253,19.308294,-15.226409
-2.9880593,-9.813695,2.0349154
-0.7993467,-3.145227,14.614124
15.9924755,21.00306,3.4636877
17.31343,2.9002304,-6.9711647
-28.659945,3.1179364,5.802763
16.704752,9.233779,1.320756
20.287039,12.171125,4.2293186
28.193188,3.0349452,13.410292
8.512211,2.9519346,-18.892288
33.610798,4.192821,-3.4157865
-3.7371829,-2.2876294,-5.260583
-4.8952436,-7.79639,7.2631884
9.268874,18.08987,14.5595455
13.877689,-10.482077,21.160707
-22.608877,4.373473,-18.018564
-2.7004066,-0.48403567,19.033705
-17.746687,1.9087849,-27.189623
-11.080262,32.00091,-4.5819697
-17.644209,2.7279904,-20.096096
30.135626,-15.692715,-8.645549
3.785982,12.754787,-17.318298
-19.233088,9.261429,-8.061808
5.454927,-11.557362,-3.9886222
0.37343606,-15.251,23.205572
27.70394,2.0437388,17.88302
3.3032815,3.2230504,-20.818872
-28.862024,-2.6138866,-5.979717
-23.874937,4.8994856,-6.2768292
-3.6644506,-17.585566,4.307234
-15.595322,-8.354059,-7.66507
2.6327806,-5.2265644,-16.843575
-1.3748015,-20.5146,-3.6058753
29.813263,-14.296373,-9.522938
-21.650717,-22.533585,1.5641329
1.2119073,13.126645,1.0963298
22.020262,-22.311306,5.8206162
-15.022696,9.624276,-16.57334
15.273263,3.4411852,17.283127
-4.6688294,-28.595036,3.789026
-23.246552,-11.913079,0.14088997
-28.24203,1.389391,-2.6700308
17.772991,4.36269,-9.002472
-15.082611,-11.211068,4.3054233
19.01424,7.5841136,14.620853
28.06386,11.800493,-19.398762
36.719906,5.031328,-2.6850233
11.677688,1.8358762,5.6796355
-17.227291,-12.563691,-9.231636
-26.304344,4.710734,-23.075209
30.771267,-11.4341,8.797225
9.822679,-3.3563166,-12.85834
8.9922495,-17.749943,6.1683674
-21.309864,-0.71562463,9.424917
22.779102,2.8782513,15.998983
-8.685898,26.434982,-4.3236833
-30.850616,-15.502846,-5.901974
38.443466,-0.21681735,1.025955
16.085808,-18.616083,13.305324
-30.94408,5.4885135,0.078311495
-21.421165,14.473774,3.3221626
30.396288,3.0514975,3.789924
-28.123924,-9.531129,0.037786644
-27.562689,1.7224314,-8.107628
13.3745,-13.8748455,-22.402561
28.319431,-14.351281,-0.115166605
0.4524737,-13.761511,-2.788551
28.798893,4.863931,-12.02698
6.2433133,24.301657,14.395356
11.618525,-8.158878,-8.692258
14.014275,-11.346999,16.514374
1.2751772,5.9491215,15.573607
21.671465,2.28177,9.238766
9.9285555,12.826563,5.4005647
-23.822184,-11.933684,-0.30492383
11.666848,11.8854265,28.504547
-4.2749224,21.072527,16.146338
-3.771112,3.8802252,24.279886
2.5394962,19.119165,-0.43649906
13.97047,1.3768094,24.835772
2.1214023,-15.312898,-3.855275
10.837184,15.579047,15.737889
22.429123,10.994073,-2.7032838
-4.5247493,24.17323,5.359421
-10.65307,7.0447555,1.0414398
-4.992567,-18.946888,-9.375543
5.5933003,-11.75782,24.93482
-16.665634,-13.413644,6.752587
-10.491158,-2.0913832,-26.246904
0.6742764,0.07444145,-25.974512
-22.84296,4.4122972,7.016899
-21.458971,3.9320436,12.126534
-14.240781,-10.961912,-0.39702588
3.8058898,10.557897,4.4557667
8.368842,14.232906,26.615673
-17.379461,-12.070681,-7.134897
10.80002,-4.275571,32.0405
-10.922637,8.014899,-17.30688
10.249496,-3.7241778,16.96292
-3.2501614,-0.6639556,0.20609535
24.719711,-19.362106,5.4399896
-37.47585,-5.134483,6.3750877
-32.367558,-15.074066,2.2502663
-17.493572,-11.668572,-19.160324
-8.157754,-1.159642,-12.117833
-15.779466,7.7693286,10.372201
34.150085,8.337128,-1.9462932
4.6265764,-1.3251895,-11.800629
32.542812,11.572151,4.266473
-27.14297,0.6126857,-20.338581
-13.00714,-23.986826,8.63175
-5.1590977,6.830874,-13.626972
5.316255,-0.8162912,-18.499699
-23.534618,16.941206,11.936056
39.518288,9.6438465,10.641312
-16.933891,7.35395,0.72334355
-3.1905165,-1.212735,0.18309666
18.254976,-2.6458879,-6.0040064
15.49659,-22.391928,-3.6870832
2.9922445,8.9048605,-10.242793
-28.259989,-4.5828176,6.73794
-27.111626,-4.0535474,-21.015327
0.40715626,-13.203804,4.085998
-8.8257265,-18.439457,-12.998599
-2.7651374,-10.576765,-10.412081
-19.919744,-15.153133,-1.7100705
10.989239,14.545273,3.1434941
5.0088143,10.708653,-10.042935
-6.034622,17.200676,19.992271
-15.390056,21.814207,2.949401
13.315069,18.42167,12.350988
30.559258,5.2205033,-4.7320304
0.9478947,-16.285019,7.2414174
-14.370009,16.841442,15.577678
18.686638,-11.113353,-6.290245
9.59422,14.887271,-9.842369
8.343013,12.554778,28.598228
22.146423,-1.6342977,-5.8130393
3.681893,2.8230972,-20.407278
1.5938361,-4.5805235,17.55663
13.122426,-10.107339,8.629235
-3.0635347,-27.71817,8.987438
4.574966,-8.571557,-1.621352
-30.703499,-20.165514,-3.4179745
35.532223,6.3520412,2.0728452
-15.053279,3.614103,-25.400856
1.4141493,17.835863,5.9675255
-27.13747,13.765652,3.0100899
15.289306,-2.6143637,-23.36786
4.4659414,23.531034,13.984854
14.975634,-4.5415683,-9.72557
8.640102,14.605057,-19.329893
-22.551079,1.3495976,3.8488922
36.76445,-11.504774,2.230604
-35.26858,-2.2572222,-9.6475725
-2.8701956,-5.637768,-3.8737302
-8.011622,4.2429194,-21.547613
-8.336488,-19.664368,8.073561
-7.892761,-6.328828,-24.849537
-1.2692577,24.284101,6.104272
2.5984893,16.277328,-23.787493
35.01737,-3.7354627,5.903214
33.24708,-1.3697739,-0.79587287
20.844639,2.2176266,-0.4296702
-1.4131438,8.839738,10.182347
-5.9575443,12.598801,1.3992608
-14.795285,14.088703,24.659887
22.811262,-17.664083,10.556368
-24.467161,-15.932155,-9.144211
28.396742,-12.716143,0.1551143
36.32374,1.6865503,-2.2170165
5.52618,-8.713325,-13.115801
1.745548,-22.190722,8.762214
29.175396,2.827359,-9.103993
14.594698,16.597713,-3.2910984
5.74248,0.53375596,18.627775
-0.8310215,6.504307,26.28969
-8.299126,21.411303,16.31733
10.987189,-6.767104,-22.056103
7.9655786,1.5459954,29.113678
-2.1530306,17.588476,-4.173247
-22.574425,11.24545,3.8861277
-11.379669,12.725316,-24.462866
2.8594584,0.95187426,8.772488
-28.480972,0.37289217,-8.59139
10.317308,4.256282,-10.474686
-7.239453,-0.10146621,-17.05005
-8.204722,0.22291495,22.263237
-21.933699,2.7332344,-21.051292
37.947784,2.6794503,-5.337644
18.887337,-3.1439297,-6.4473314
5.077825,20.517157,-11.454319
1.2090116,-4.669725,18.693056
27.460218,-17.437231,1.6797966
20.967539,6.956119,-21.8075
37.624454,-14.026979,-3.1571853
-15.845182,-18.096872,-3.004818
16.247925,15.162829,-6.5131083
-17.003223,-15.386693,12.799746
-21.857416,8.991192,-23.787823
7.415379,4.7929826,14.404207
17.956593,-20.337929,13.941081
29.85386,-0.16427013,-12.601911
-20.903786,19.58956,-6.8427606
-13.375257,-3.3529792,4.3698773
-1.4338138,-0.73786443,7.800842
0.17329438,-4.062671,23.968233
-17.96722,8.076307,5.3179326
28.038467,-1.9211075,2.8972573
-12.978377,14.989933,-1.2783096
-15.82717,22.328358,-9.157837
23.235855,18.36895,4.9990306
-5.617368,-11.781836,-2.2339087
-19.321888,9.235433,14.711467
-7.8080773,-9.890846,8.776569
1.4442698,18.361906,-19.253563
-10.49469,6.7701297,24.633429
-6.4676905,13.514405,7.2757497
-11.191858,10.987535,-5.2925754
1.2133309,-1.526512,-12.153436
1.8026054,-2.7491,-22.192444
-30.145578,11.294931,2.778987
-25.170473,0.6388623,-11.439655
-32.52597,14.089019,7.8853135
-18.591017,0.5053113,8.4150305
-10.767772,-0.6651077,-16.0299
33.931404,2.6929243,-13.017184
-14.478689,6.4216433,-1.1802549
-15.711557,14.633122,-4.307692
8.125478,18.647726,-0.08020513
18.934498,-10.008914,13.4711485
-14.259267,-22.220915,10.216444
-16.101704,21.391102,-8.2239685
-30.498348,-13.52665,5.743927
-9.361237,5.864499,-15.205629
19.465836,12.978809,5.003917
19.521599,12.538267,6.2328815
-20.829102,-18.4426,0.2790385
-32.935257,-3.4917214,14.996297
-14.870305,2.2963047,-7.1235213
-2.7282908,17.806692,-4.8045382
-29.024464,9.765253,-13.575685
-13.892733,0.5342,-24.917671
14.099731,-4.1161084,7.332789
23.475948,-8.528236,8.283749
9.362497,-11.01413,-14.988376
-17.861517,-18.460588,14.033548
-7.1571665,2.0320232,-6.4495363
-19.510086,0.34918243,8.613545
6.2045856,-29.168793,-2.3961754
14.280923,-6.1265025,6.46533
28.802101,3.5637703,11.580159
-6.637948,19.090605,13.642321
-4.0781617,4.0735207,1.0294608
14.129008,13.507485,11.134781
-5.9729776,-14.01916,-1.4612336
-14.861344,-21.003382,1.4932983
20.794725,0.09664163,10.257594
2.4601135,21.48611,1.7632793
5.4141498,-3.0877771,30.63226
36.064312,8.95192,2.597523
-15.612755,-3.771915,-1.7887942
4.9772325,-11.223467,-17.155651
-23.627003,12.054543,10.711311
9.9944105,-11.547851,17.664118
-21.268225,-6.969538,2.0938387
11.274917,-14.781435,-13.823971
4.0404835,-4.4732733,20.044106
-20.458336,13.650116,1.8445812
-22.115288,-20.559679,-7.6848946
25.8739,2.9061692,-18.628487
18.669662,-13.157945,22.161911
-30.055155,-7.792443,-8.7966
-22.317604,0.92658454,-4.0711884
-15.885396,18.680746,-10.804655
-24.897425,-19.555214,3.943501
10.291291,6.9838104,-15.110018
-13.872485,7.7975736,-12.201772
-3.1684391,-19.72865,-7.090889
-7.341571,-1.0861487,-1.2261208
-12.694768,-22.324442,-8.037262
-17.913408,19.953672,-2.829734
-30.27823,-9.5100155,-8.592429
-26.588583,8.706154,3.6710813
-14.588771,-19.251219,-13.984972
-22.035175,0.6428284,-12.001609
-20.129044,13.309261,17.280195
12.211401,-10.368621,-7.1806374
1.8839846,-1.1456699,-25.99939
-14.588544,-9.950994,4.02748
7.356557,2.8339138,-9.247347
7.5287437,0.48619932,19.155323
15.891457,-12.95179,-18.570286
39.888565,9.346397,10.139243
24.46534,-3.5050232,0.24547517
-27.282183,2.5081985,-7.900117
23.357508,13.109564,2.759185
-6.777581,-17.942196,-2.6078324
-28.57379,-19.630392,-8.991657
-22.940554,-9.960867,16.895485
20.178509,-10.77091,5.433018
-1.1650139,14.35437,-2.272039
-11.862207,6.88541,-24.80572
-11.122158,-0.81312054,3.4454248
-11.967051,12.753843,-25.05667
12.380967,2.2752154,0.88178957
-25.410315,-2.9028854,-14.101207
11.855968,-10.633661,-16.421507
6.899173,-6.6344185,0.77896273
-12.489639,-15.474045,2.2901912
8.840892,-19.306353,-2.8531368
22.78694,5.8219604,-23.571697
20.12698,7.436198,-20.596046
17.878942,-6.959431,-20.15664
36.61458,-0.7873382,-5.7051544
-32.81537,3.4550245,-2.108533
-8.337596,-19.326847,-5.549025
-13.105417,14.05216,-1.513909
5.6866407,-0.17563294,-22.49851
-10.714937,12.93329,-8.301596
-0.29203406,27.329443,-3.0581827
19.051962,13.941948,-13.930677
-8.191414,6.4315357,-16.72104
5.3343244,14.013876,-13.078072
0.99105924,0.64763016,16.865805
-22.907473,-1.0751933,-7.010707
-5.3515353,17.456469,9.940922
-13.753929,3.8622875,23.966145
-20.55943,19.481697,-5.3567467
-16.838152,10.583079,5.3068705
-23.314754,4.731531,24.151379
-9.968231,17.139812,-4.906751
-16.11097,15.731846,-20.341862
-11.432249,11.58365,-1.6289175
-5.6567855,1.9826097,-3.089344
20.764433,11.49359,-9.788964
12.854822,-14.530382,10.67549
25.27721,-12.023161,-0.63828695
-8.179298,-2.6929145,6.7564354
-5.0906286,16.899113,-0.16527997
30.183105,-8.632993,-9.167246
16.312801,-4.8893447,20.194769
3.2813742,-23.879791,-4.5069385
-28.732481,1.7738216,16.174105
29.767967,6.0287733,-7.2776275
32.622875,-0.68975514,-10.626711
-10.226897,8.927477,25.743486
-21.648123,14.054313,20.781898
-7.683424,10.823456,-20.0848
8.579142,-20.75179,9.349065
16.054243,-10.52659,14.220415
7.585356,17.078388,9.151656
11.858794,-16.304111,-1.9059987
26.7836,-6.2058883,2.1307704
-1.1662835,7.5249524,-17.650967
16.008558,-7.8735,13.272284
24.851141,-12.009233,-5.2632103
4.576191,5.5764484,-16.944319
-18.343374,10.970845,-17.260412
18.65104,-4.2027044,-11.366014
29.021687,2.645757,-9.646755
-4.8737884,6.5497956,11.31197
22.665476,2.5031261,12.797295
8.373948,0.9843721,1.8377541
4.2186112,23.930433,-5.4216805
-8.026368,26.44054,-9.766111
-4.6121197,-5.6698704,-15.46412
-4.9506154,12.042935,-14.220084
-30.128803,-12.455037,2.926365
15.410132,18.930407,13.451236
-2.2040105,-15.666462,-13.341582
10.849264,13.467851,2.4713712
6.071333,-9.41058,-13.261278
4.289637,-8.139632,4.8613615
-3.0849488,-6.621646,10.454245
-27.954102,13.90029,7.8868394
1.5584991,0.13949479,-6.300862
19.525204,11.373036,9.728507
-14.497284,-22.982212,9.120568
-5.667469,-1.2269336,2.6873202
35.129433,-9.975341,11.699359
-14.487386,21.146559,10.574095
4.154329,11.839139,7.2550745
10.907802,-5.7844906,-0.5350161
38.18371,-2.2675133,3.5442896
-8.416283,5.4501705,20.94622
24.201706,-4.9502945,7.617343
2.3422158,7.156965,0.2855752
-29.636017,-1.0574814,-4.7005734
-18.472298,11.807251,12.883598
-15.682739,4.947029,1.712236
-15.381252,7.0197816,-14.144613
-4.090937,6.114841,-14.040163
16.530624,-8.38917,-16.28301
34.381027,-11.397413,4.3673334
11.40082,5.1504493,-22.905693
-1.5737652,27.852129,-5.8175936
2.0465777,-3.0641923,4.6061935
-12.476027,-4.8597336,9.433236
25.141186,5.4629364,-18.06001
15.725455,-6.318463,-2.400467
-17.74391,14.670285,-12.272562
24.151262,14.434187,-7.6876416
0.7006769,-3.8772762,15.316955
25.052362,5.9951777,-3.987672
-16.034142,-1.9734352,-25.653255
38.772205,4.802208,-9.071286
-8.892543,-22.75254,-11.042555
-20.880476,-9.823099,17.492373
-15.13606,-4.645159,-12.948281
-28.242172,-3.7608986,-21.092476
-13.4339285,-14.613166,14.44755
-5.7320876,-13.15143,-8.49285
-11.259468,15.454593,-12.9889345
33.738316,-1.1014612,-13.12568
38.929886,2.3912625,-9.467681
28.953224,9.227422,-15.064194
0.48145255,13.677352,19.790668
2.028493,11.822661,-3.2962048
-12.14709,2.6412196,-2.7863584
-2.7047372,10.36295,-16.777752
-12.323128,23.495481,-5.865053
-2.9790692,15.299231,13.228403
-3.9265425,-14.357297,8.9759655
-27.831898,13.4144335,-11.862295
17.399263,10.4778805,10.511992
-16.939688,-20.651777,3.6083848
-18.731306,-21.318243,-8.695453
-15.629317,-7.120297,15.245347
-2.226586,14.60107,18.923998
15.358762,-18.51983,1.9614574
-13.713557,9.140246,22.122639
4.3236156,-0.80736417,-1.6822873
31.026415,-0.57628447,-0.3086751
8.893245,-16.425783,12.17701
8.193319,10.762564,16.194883
15.516742,-13.161529,-23.050829
-39.600197,-6.53161,3.6703699
8.368411,13.238945,-20.745275
-16.275806,28.46565,-8.4494915
-14.741924,-10.1159115,1.0120906
12.102385,-7.340912,23.454578
10.36613,2.395264,-23.541124
-17.357578,1.5547504,25.609907
8.589052,-16.471382,10.868199
-9.519722,-7.673145,21.117521
25.120842,-9.371558,-5.414403
-34.439354,4.0524626,-3.083005
6.563055,8.641264,-16.00916
18.918707,15.016152,4.8939505
1.7726866,15.91988,-6.757224
27.583021,-8.741842,-6.622747
-2.1615531,4.934144,-1.9511135
3.717221,14.938379,-0.9210505
-10.264196,-2.0366566,16.086882
5.030621,-4.488716,9.802377
16.205212,-5.855341,-22.34353
26.53995,7.600005,13.397794
-32.646576,4.3341565,-8.5043745
-2.182936,13.045757,-6.9318504
-21.006126,-10.461279,12.23938
21.445406,-7.809486,-7.669267
-16.031654,15.937572,-19.476892
-30.011251,15.085707,7.2844396
-27.008146,-17.184149,-8.9124365
1.2102162,-0.21668035,8.834708
-30.228884,12.595205,-2.3700097
-7.191549,-10.578321,0.5563594
-26.529224,-17.81627,5.123726
18.118681,17.919247,-11.011245
19.513533,-10.62669,4.7165914
-7.4270477,1.1607366,0.77745205
-34.148514,15.948933,0.09718559
-11.636607,6.9013214,-14.838751
-4.395048,21.510641,0.14676844
-20.426193,-4.575279,-9.415376
-19.421967,-14.545563,-1.0978154
10.85575,18.611704,5.420711
-37.4349,-5.366798,4.7471747
2.2667851,4.1370664,-21.73541
-17.992308,-7.826717,0.4872975
30.603395,7.1031137,-10.15326
13.240798,15.273211,18.303375
7.0822783,-11.367325,0.81632966
4.9718704,-5.005867,-25.315151
-21.81554,-14.374502,2.7897148
2.8670454,7.5830293,-6.57073
8.145659,21.56025,7.4692826
3.3444061,17.7559,-5.683171
-15.530696,-0.8457481,20.355892
-21.189503,1.782285,16.916573
-2.7039006,23.809195,-1.4621421
-10.4600115,0.0096821105,15.350933
-26.648129,4.950461,13.725633
-16.893337,-12.941257,-0.8994053
30.6793,2.5297296,-12.065875
8.10223,-3.2316747,30.169014
-8.719117,27.735369,-1.2813551
29.32849,-16.825094,17.605442
28.606615,-10.63814,10.334785
34.34259,-17.283754,-1.5436963
-20.24421,7.6077266,12.636419
-13.067518,5.2099895,3.6011882
32.364468,-11.219645,9.616817
19.036425,-24.915205,5.33356
29.318071,7.740694,-21.188555
-11.478626,13.343992,-8.781947
4.3489294,-9.426625,12.931426
23.981798,6.5010448,8.71843
20.10637,5.529659,17.963251
24.82767,-14.88023,-7.011043
21.71869,6.0447555,-22.535053
-31.683733,3.190822,15.484763
30.273937,3.9492383,-3.095747
30.460032,-2.074319,-12.007239
-25.682453,-6.334264,-11.003409
-16.098345,-19.41351,-7.105534
-15.342286,8.443623,9.775939
7.5930133,-2.2851884,7.969137
13.078236,17.942293,6.2183814
-29.026064,-5.291094,-16.35141
-8.6102915,15.274829,7.13138
10.409772,-21.804026,2.074245
7.696874,-23.187593,-4.4437594
-23.263521,16.327007,-1.7012174
-26.806698,8.241438,-16.223774
-15.285538,17.930056,-11.040127
-13.579917,11.126087,-25.64954
-9.307557,-10.128231,13.386467
-25.19926,8.254255,3.0580466
-10.379054,10.142372,-14.222715
24.360964,-1.8559597,8.665369
-4.894205,3.875044,-18.079735
31.614162,11.18808,11.092949
11.921335,12.980664,-5.2042756
5.9616165,19.702085,12.245335
-0.10010782,22.641378,-10.172295
14.222649,-23.989159,-4.3780026
5.3080273,-27.890879,-4.0862975
27.815456,-10.401405,9.36025
4.410737,10.609967,7.8916383
31.52838,4.6192007,12.858129
-29.662613,1.1552814,-0.87984765
10.738336,0.44719028,-9.3167515
11.727853,1.5425446,-23.44691
-8.558451,18.915894,-22.043625
-18.184177,19.907963,-11.271524
13.203031,15.223883,9.827298
0.9522179,25.217838,12.888995
18.037188,3.9680932,-20.118013
30.375479,5.3468165,-6.5721817
18.118105,20.230694,-10.581579
10.829085,-5.064199,0.42585552
-11.283634,-0.95451057,-15.561356
-16.310568,10.566255,-5.0090957
-7.071631,-16.355974,6.9711633
23.155703,6.3361998,-9.714881
-26.207336,15.117621,-5.022849
21.215595,-22.330795,-6.740646
-10.447896,15.341556,-13.695253
7.8102727,-1.8060333,2.139623
33.78975,7.6561203,-11.385202
-9.460163,-25.062391,7.479966
17.227272,3.5100698,-13.537771
-3.9381247,-11.560056,-14.890856
3.8298786,-29.672682,0.99359626
8.609917,13.898646,28.629274
-7.054838,5.6904707,30.51583
11.368422,-4.644619,-4.2234945
-16.844564,31.834026,-6.1752872
15.821411,-13.366548,-23.553823
-14.166257,0.09576147,-22.524094
9.105876,-4.2362275,17.749882
8.267361,-3.3178945,3.7825778
-1.9824392,-24.949991,6.116419
7.5288563,16.735548,-2.1741614
25.899323,-4.8129625,-16.219835
1.1006427,-4.462567,-4.9357204
-14.788471,13.097159,25.24913
4.3058276,-4.4048233,20.873564
4.5268545,14.836346,10.542431
21.986406,-20.339777,-5.5864897
5.9016943,-14.12436,-7.2243147
-7.586286,9.280444,0.43393573
-7.2968707,-5.361872,0.69212526
-16.035776,-4.3610425,-0.3948
-14.93326,24.81153,-16.228512
-28.465666,6.5900035,16.791983
10.355997,-5.1885047,17.428822
34.551617,-11.221925,11.626241
4.5365305,-29.634771,0.11942793
24.670807,-8.43697,2.941057
-10.027953,3.2931728,12.249744
6.5749674,26.479446,10.813284
11.944481,6.898489,15.310482
-8.004835,-7.2574644,21.624552
7.408659,11.491278,-2.2340546
-28.337759,-13.73394,1.6832753
31.053053,-15.240316,-0.43807137
34.00738,3.45016,-11.945369
-14.749144,2.8352,-3.2778413
-11.311153,3.463633,-11.379993
35.04411,8.311094,-11.308239
33.29957,-4.854448,-9.113981
